mep_identifier	mep_honorific_prefix	mep_given_name	mep_family_name	mep_official_given_name	mep_official_family_name	mep_gender	mep_citizenship	mep_place_of_birth	mep_birthday	mep_death_date	mep_image	mep_email	mep_homepage	mep_twitter	mep_facebook_page	mep_facebook_profile	mep_country_of_representation	mep_political_group	mep_instagram	mep_URI	mep_polgroup	mep_polgrupo_sig
197537	Mr	Alexandr	Vondra			male	Rep�blica Checa	Praha	1961-08-17^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197537.jpg	mailto:alexandr.vondra@europarl.europa.eu		https://twitter.com/alexandrvondra?lang=en	https://www.facebook.com/a.vondra/		Rep�blica Checa	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/197537		
197607	Mr	Pietro	Fiocchi			male	Italia	Milano	1964-05-22^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197607.jpg	mailto:pietro.fiocchi@europarl.europa.eu	https://www.pietrofiocchi.info	https://twitter.com/FiocchiPietro	"https://www.facebook.com/PietroFiocchiOfficial; https://www.facebook.com/On.PietroFiocchi/"		Italia	Grupo de los Conservadores y Reformistas Europeos	https://www.instagram.com/pietro_fiocchi	https://data.europarl.europa.eu/person/197607		
197498	Mr	Robert	Biedro?			male	Polonia	Ryman�w	1976-04-13^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197498.jpg	mailto:robert.biedron@europarl.europa.eu		https://twitter.com/robertbiedron	https://www.facebook.com/RobertBiedron/		Polonia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/robertbiedron	https://data.europarl.europa.eu/person/197498		
197557	Mr	Christophe	Grudler			male	Francia	BELFORT	1965-04-09^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197557.jpg	mailto:christophe.grudler@europarl.europa.eu	"https://christophegrudler.eu/; https://bsky.app/profile/grudlerch.bsky.social"	https://twitter.com/grudlerch	https://www.facebook.com/GrudlerCh/		Francia	Grupo Renovar Europa	https://www.instagram.com/grudlerch/	https://data.europarl.europa.eu/person/197557	Modem	M
197461	Ms	Katrin	Langensiepen			female	Alemania	Langenhagen	1979-10-10^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197461.jpg	mailto:katrin.langensiepen@europarl.europa.eu	http://katrin-langensiepen.eu	https://twitter.com/k_langensiepen	https://www.facebook.com/KLangensiepen/		Alemania	Grupo de Los Verdes/Alianza Libre Europea	https://www.instagram.com/katrinlangensiepen	https://data.europarl.europa.eu/person/197461	B�ndnis 90/Die Gr�nen	Gr�ne
197558	Mr	Asger	Christensen			male	Dinamarca	Tarm	1958-01-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197558.jpg	mailto:asger.christensen@europarl.europa.eu					Dinamarca	Grupo Renovar Europa		https://data.europarl.europa.eu/person/197558	Venstre, Danmarks Liberale Parti	V-DLP
197672	Mr	Eugen	Tomac			male	Ruman�a	Ismail	1981-06-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197672.jpg	mailto:eugen.tomac@europarl.europa.eu			https://www.facebook.com/tomaceugen/		Ruman�a	Grupo Renovar Europa	https://www.instagram.com/tomaceugen/	https://data.europarl.europa.eu/person/197672		
197469	Ms	Assita	Kanko			female	B�lgica	Godyr	1980-07-14^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197469.jpg	mailto:assita.kanko@europarl.europa.eu					B�lgica	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/197469	Nieuw-Vlaamse Alliantie	N-VA
197621	Mr	Juan Ignacio	Zoido �lvarez			male	Espa�a	Montellano - Sevilla	1957-01-21^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197621.jpg	mailto:juanignacio.zoidoalvarez@europarl.europa.eu	http://www.pp.es/juan-ignacio-zoido	https://twitter.com/zoidoJI	https://www.facebook.com/zoido		Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/zoidoji/	https://data.europarl.europa.eu/person/197621	Partido Popular	PP
197421	Ms	Isabel	Wiseler-Lima			female	Luxemburgo	Odivelas-Loures	1961-12-29^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197421.jpg	mailto:isabel.wiseler@europarl.europa.eu	https://wiseler-lima.eu	https://twitter.com/iwiseler	https://www.facebook.com/isabel.wiseler.lima/		Luxemburgo	Grupo del Partido Popular Europeo	https://www.instagram.com/isabelwiseler/	https://data.europarl.europa.eu/person/197421		
197682	Mr	Hannes	Heide			male	Austria	Bad Ischl	1966-10-17^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197682.jpg	mailto:hannes.heide@europarl.europa.eu		https://twitter.com/HannesHeide	https://www.facebook.com/hannesheide.eu		Austria	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/hannes_heide/	https://data.europarl.europa.eu/person/197682	Sozialdemokratische Partei �sterreichs	SP�
197447	Ms	Irena	Joveva			female	Eslovenia	Kranj	1989-02-26^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197447.jpg	mailto:irena.joveva@europarl.europa.eu	https://www.irenajoveva.si/	https://twitter.com/ijoveva	https://www.facebook.com/ijoveva/		Eslovenia	Grupo Renovar Europa	https://www.instagram.com/ijoveva/	https://data.europarl.europa.eu/person/197447	Gibanje Svoboda	Svoboda!
197636	Mr	Ioan-Rare?	Bogdan			male	Ruman�a	Ocna Mures	1974-09-17^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197636.jpg	mailto:ioan-rares.bogdan@europarl.europa.eu			https://www.facebook.com/Rares.I.Bogdan		Ruman�a	Grupo del Partido Popular Europeo	https://www.instagram.com/rarbogdan/	https://data.europarl.europa.eu/person/197636		
197464	Ms	Hannah	Neumann			female	Alemania	Speyer	1984-04-03^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197464.jpg	mailto:hannah.neumann@europarl.europa.eu	https://hannahneumann.eu/	https://twitter.com/HNeumannMEP		https://www.facebook.com/HNeumannMEP/	Alemania	Grupo de Los Verdes/Alianza Libre Europea	https://www.instagram.com/hneumannmep/	https://data.europarl.europa.eu/person/197464	B�ndnis 90/Die Gr�nen	Gr�ne
197470	Ms	Saskia	Bricmont			female	B�lgica	Tournai	1985-03-16^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197470.jpg	mailto:saskia.bricmont@europarl.europa.eu	http://saskiabricmont.eu	https://x.com/saskiabricmont	https://www.facebook.com/saskiabricmont		B�lgica	Grupo de Los Verdes/Alianza Libre Europea	https://www.instagram.com/saskiabricmont/	https://data.europarl.europa.eu/person/197470	�cologistes conf�d�r�s pour l'organisation de luttes originales	Ecolo
197606	Mr	Javier	Zarzalejos			male	Espa�a	Bilbao	1960-06-06^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197606.jpg	mailto:javier.zarzalejos@europarl.europa.eu	https://javierzarzalejos.eu/	https://x.com/zarzalejosj			Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/jzarzalejos/	https://data.europarl.europa.eu/person/197606	Partido Popular	PP
197523	Mr	?ukasz	Kohut			male	Polonia	Katowice	1982-09-10^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197523.jpg	mailto:lukasz.kohut@europarl.europa.eu	https://lukaszkohut.pl/	https://twitter.com/lukaszkohut	https://facebook.com/KohutLukaszMarcin/		Polonia	Grupo del Partido Popular Europeo	https://www.instagram.com/lukaszkohut/	https://data.europarl.europa.eu/person/197523		
197528	Mr	Ond?ej	Knotek			male	Rep�blica Checa	Su�ice	1984-08-31^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197528.jpg	mailto:ondrej.knotek@europarl.europa.eu	https://ondrejknotek.eu/	https://twitter.com/KnotekOndrej?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor		https://www.facebook.com/knotekondra/	Rep�blica Checa	Grupo Patriotas por Europa	https://www.instagram.com/ondrej_knotek/?hl=en	https://data.europarl.europa.eu/person/197528		
197647	Mr	Dan-?tefan	Motreanu			male	Ruman�a	Orastie	1970-09-11^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197647.jpg	mailto:dan-stefan.motreanu@europarl.europa.eu		https://x.com/Dan_Motreanu			Ruman�a	Grupo del Partido Popular Europeo	https://www.instagram.com/dan.motreanu/	https://data.europarl.europa.eu/person/197647		
197492	Mr	Bartosz	Ar?ukowicz			male	Polonia	Resko	1971-12-30^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197492.jpg	mailto:bartosz.arlukowicz@europarl.europa.eu		https://x.com/Arlukowicz			Polonia	Grupo del Partido Popular Europeo		https://data.europarl.europa.eu/person/197492		
197525	Ms	Ewa	Kopacz			female	Polonia	Skaryszew	1956-12-03^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197525.jpg	mailto:ewabozena.kopacz@europarl.europa.eu		https://twitter.com/ewakopacz	https://www.facebook.com/KopaczEwa/		Polonia	Grupo del Partido Popular Europeo	https://www.instagram.com/kopacz_ewa/	https://data.europarl.europa.eu/person/197525		
197533	Ms	Manon	Aubry			female	Francia	Frejus	1989-12-22^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197533.jpg	mailto:manon.aubry@europarl.europa.eu		https://twitter.com/manonaubryfr	https://www.facebook.com/ManonAubryFR		Francia	La Izquierda en el Parlamento Europeo-GUE/NGL	https://www.instagram.com/manonaubryfr	https://data.europarl.europa.eu/person/197533	La France insoumise	LFI
197677	Mr	G�nther	Sidl			male	Austria	St. P�lten			https://www.europarl.europa.eu/mepphoto/197677.jpg	mailto:guenther.sidl@europarl.europa.eu	https://sidl.at/		https://www.facebook.com/sidl.guenther		Austria	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/guenther_sidl/	https://data.europarl.europa.eu/person/197677	Sozialdemokratische Partei �sterreichs	SP�
197574	Mr	Damien	Car�me			male	Francia	Joeuf	1960-11-16^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197574.jpg	mailto:damien.careme@europarl.europa.eu	http://damiencareme.fr	https://twitter.com/damiencareme			Francia	La Izquierda en el Parlamento Europeo-GUE/NGL		https://data.europarl.europa.eu/person/197574	La France insoumise	LFI
197670	Mr	Andreas	Schieder			male	Austria	Wien	1969-04-16^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197670.jpg	mailto:andreas.schieder@europarl.europa.eu		https://twitter.com/schieder		https://www.facebook.com/andreas.schieder.eu	Austria	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/Andreas.Schieder	https://data.europarl.europa.eu/person/197670	Sozialdemokratische Partei �sterreichs	SP�
197623	Mr	Thierry	Mariani			male	Francia	ORANGE	1958-08-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197623.jpg	mailto:thierry.mariani@europarl.europa.eu	http://www.thierrymariani.com/	https://twitter.com/thierrymariani	https://www.facebook.com/ThierryMariani/		Francia	Grupo Patriotas por Europa	https://www.instagram.com/mariani.thierry/	https://data.europarl.europa.eu/person/197623	Rassemblement National	RN
197652	Ms	Angelika	Winzig			female	Austria	Attnang-Puchheim			https://www.europarl.europa.eu/mepphoto/197652.jpg	mailto:angelika.winzig@europarl.europa.eu	https://www.angelika-winzig.at/	https://twitter.com/AngelikaWinzig	https://www.facebook.com/angelika.winzig/		Austria	Grupo del Partido Popular Europeo	https://www.instagram.com/angelika.winzig/	https://data.europarl.europa.eu/person/197652	�sterreichische Volkspartei	�VP
197572	Ms	Anna	Zalewska			female	Polonia	?wiebodzice			https://www.europarl.europa.eu/mepphoto/197572.jpg	mailto:anna.zalewska@europarl.europa.eu	https://www.annazalewska.pl/	https://twitter.com/annazalewskamep	https://www.facebook.com/AnnaZalewskaPiS		Polonia	Grupo de los Conservadores y Reformistas Europeos	https://www.instagram.com/annazalewskamep/	https://data.europarl.europa.eu/person/197572		
197435	Ms	Gabriele	Bischoff			female	Alemania	Bad Wildungen	1961-01-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197435.jpg	mailto:gabriele.bischoff@europarl.europa.eu		https://twitter.com/gabischoff			Alemania	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/gabybischoff/	https://data.europarl.europa.eu/person/197435	Sozialdemokratische Partei Deutschlands	SPD
197517	Mr	Adam	Jarubas			male	Polonia	Busko-Zdroj	1974-12-17^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197517.jpg	mailto:adam.jarubas@europarl.europa.eu	https://jarubasadam.pl/	https://twitter.com/JarubasAdam	https://www.facebook.com/JarubasAdam/		Polonia	Grupo del Partido Popular Europeo	https://www.instagram.com/jarubasadam/	https://data.europarl.europa.eu/person/197517		
197543	Mr	Bernard	Guetta			male	Francia	Boulogne-Billancourt	1951-01-28^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197543.jpg	mailto:bernard.guetta@europarl.europa.eu	http://www.bernard-guetta.eu	https://twitter.com/guetta_en			Francia	Grupo Renovar Europa		https://data.europarl.europa.eu/person/197543	Independiente	IND
197500	Mr	Mounir	Satouri			male	Francia	Casablanca	1975-05-25^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197500.jpg	mailto:mounir.satouri@europarl.europa.eu		https://twitter.com/mounirsatouri	https://www.facebook.com/mounir.satouri		Francia	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/197500	Les �cologistes	EELV
197501	Mr	Joachim Stanis?aw	Brudzi?ski			male	Polonia	?wierklaniec	1968-02-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197501.jpg	mailto:joachim.brudzinski@europarl.europa.eu	http://brudzinski.pl/	https://twitter.com/jbrudzinski	https://www.facebook.com/JoachimBrudzinski		Polonia	Grupo de los Conservadores y Reformistas Europeos	https://www.instagram.com/joachimbrudzinski	https://data.europarl.europa.eu/person/197501		
197426	Mr	Sven	Simon			male	Alemania	Lahn-Wetzlar	1978-10-09^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197426.jpg	mailto:sven.simon@europarl.europa.eu	http://www.sven-simon.eu	https://twitter.com/svensimon	https://www.facebook.com/simonMEP		Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/simonmep/	https://data.europarl.europa.eu/person/197426	Christlich Demokratische Union Deutschlands	CDU
197417	Mr	Tomislav	Sokol			male	Croacia	Zagreb	1982-09-20^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197417.jpg	mailto:tomislav.sokol@europarl.europa.eu	https://www.tomislavsokol.eu/	https://twitter.com/TomislavSokol	https://www.facebook.com/TomislavSokol/		Croacia	Grupo del Partido Popular Europeo	https://www.instagram.com/tomislav__sokol/	https://data.europarl.europa.eu/person/197417	Hrvatska demokratska zajednica	HDZ
197466	Ms	Jutta	Paulus			female	Alemania	Giessen	1967-05-09^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197466.jpg	mailto:jutta.paulus@europarl.europa.eu	https://www.jutta-paulus.de/	https://twitter.com/juttapaulusrlp		https://www.facebook.com/JuttaPaulusRLP/	Alemania	Grupo de Los Verdes/Alianza Libre Europea	https://www.instagram.com/jutta.paulus/	https://data.europarl.europa.eu/person/197466	B�ndnis 90/Die Gr�nen	Gr�ne
197514	Mr	Andrzej	Halicki			male	Polonia	Warszawa	1961-11-26^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197514.jpg	mailto:andrzej.halicki@europarl.europa.eu	https://halicki.pl/	https://twitter.com/AndrzejHalicki	https://www.facebook.com/halickipl/		Polonia	Grupo del Partido Popular Europeo	https://www.instagram.com/andrzej_halicki/	https://data.europarl.europa.eu/person/197514		
197422	Ms	Christine	Schneider			female	Alemania	Landau	1972-06-05^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197422.jpg	mailto:christine.schneider@europarl.europa.eu	https://www.christine-schneider.de/	https://x.com/ChSchneider	https://www.facebook.com/christine.schneider.mdep		Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/christineschneider_mdep/	https://data.europarl.europa.eu/person/197422	Christlich Demokratische Union Deutschlands	CDU
197655	Mr	Cristian	Terhe?			male	Ruman�a	Zalau			https://www.europarl.europa.eu/mepphoto/197655.jpg	mailto:cristian.terhes@europarl.europa.eu		https://x.com/cristianterhes	https://www.facebook.com/CristianVTerhes/		Ruman�a	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/197655		
197443	Mr	Andreas	Gl�ck			male	Alemania	M�nsingen	1975-03-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197443.jpg	mailto:andreas.glueck@europarl.europa.eu	https://www.andreas-glueck.com/	https://twitter.com/andi_glueck	https://www.facebook.com/glueck.fuer.europa		Alemania	Grupo Renovar Europa	https://www.instagram.com/glueckfuereuropa/	https://data.europarl.europa.eu/person/197443	Freien Demokraten	FDP
197491	Ms	Marina	Kaljurand			female	Estonia	Tallinn	1962-09-06^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197491.jpg	mailto:marina.kaljurand@europarl.europa.eu					Estonia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/197491	Sotsiaaldemokraatlik Erakond	SDE
197410	Mr	Stefan	Berger			male	Alemania	M�nchengladbach	1969-09-15^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197410.jpg	mailto:stefan.berger@europarl.europa.eu	https://www.stefan-berger.de/	https://twitter.com/DrStefanBerger	https://www.facebook.com/StefanBergerEU/		Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/stefanberger_mdep	https://data.europarl.europa.eu/person/197410	Christlich Demokratische Union Deutschlands	CDU
197658	Mr	Drago?	Benea			male	Ruman�a	Bac?u	1975-12-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197658.jpg	"mailto:adrian-dragos.benea@europarl.europa.eu; mailto:dragos.benea@europarl.europa.eu"			https://www.facebook.com/dragosbenea/		Ruman�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/197658		
197462	Mr	Erik	Marquardt			male	Alemania	Neubrandenburg	1987-10-20^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197462.jpg	mailto:erik.marquardt@europarl.europa.eu	https://erik-marquardt.eu/	https://twitter.com/erikmarquardt	https://www.facebook.com/ErikMarquardtde/		Alemania	Grupo de Los Verdes/Alianza Libre Europea	https://www.instagram.com/erikmarquardt/	https://data.europarl.europa.eu/person/197462	B�ndnis 90/Die Gr�nen	Gr�ne
197494	Ms	Nathalie	Loiseau			female	Francia	Neuilly-sur-Seine	1964-06-01^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197494.jpg	mailto:nathalie.loiseau@europarl.europa.eu					Francia	Grupo Renovar Europa		https://data.europarl.europa.eu/person/197494	Horizons	H
