mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_country_of_representation,mep_political_group,mep_instagram,mep_URI
125204,Mr,Borja,Giménez Larraz,,,male,Spain,,,,https://www.europarl.europa.eu/mepphoto/125204.jpg,mailto:borja.gimenezlarraz@europarl.europa.eu,,https://x.com/borjagimenezl,,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/borja_gimenezlarraz/,https://data.europarl.europa.eu/person/125204
119652,Mr,Vytenis Povilas,Andriukaitis,,,male,Lithuania,,1951-08-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/119652.jpg,mailto:vytenis.andriukaitis@europarl.europa.eu,,,,,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/119652
188096,Mr,Jüri,Ratas,,,male,Estonia,Tallinn,1978-07-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/188096.jpg,mailto:juri.ratas@europarl.europa.eu,,https://x.com/ratasjuri,https://www.facebook.com/ratasjuri,,Estonia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/ratasjuri/,https://data.europarl.europa.eu/person/188096
192254,Ms,Marieke,Ehlers,,,female,Netherlands,,,,https://www.europarl.europa.eu/mepphoto/192254.jpg,mailto:marieke.ehlers@europarl.europa.eu,,,,,Netherlands,Patriots for Europe Group,,https://data.europarl.europa.eu/person/192254
126699,Mr,Gilles,Pennelle,,,male,France,DIEPPE,1962-07-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/126699.jpg,mailto:gilles.pennelle@europarl.europa.eu,,,,,France,Patriots for Europe Group,,https://data.europarl.europa.eu/person/126699
127766,Mr,Jussi,Saramo,,,male,Finland,Porvoo,,,https://www.europarl.europa.eu/mepphoto/127766.jpg,mailto:jussi.saramo@europarl.europa.eu,https://www.saramo.net/,https://x.com/jussisaramo,https://www.facebook.com/jsaramo/,,Finland,The Left group in the European Parliament - GUE/NGL,https://www.instagram.com/jussisaramo/,https://data.europarl.europa.eu/person/127766
125325,Mr,Sander,Smit,,,male,Netherlands,,1985-07-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125325.jpg,mailto:sander.smit@europarl.europa.eu,,https://x.com/sandersmitwzn,,,Netherlands,Group of the European People's Party (Christian Democrats),https://www.instagram.com/sandersmitwzn/,https://data.europarl.europa.eu/person/125325
113523,Mr,Peter,Agius,,,male,Malta,St. Julians,1979-04-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/113523.jpg,mailto:peter.agius@europarl.europa.eu,,https://x.com/peteragius_eu,https://www.facebook.com/PeterAgiusMalta/,,Malta,Group of the European People's Party (Christian Democrats),https://www.instagram.com/peteragius/,https://data.europarl.europa.eu/person/113523
197502,Ms,Marie-Pierre,Vedrenne,,,female,France,Limoges,1982-12-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197502.jpg,,,,,,France,Renew Europe Group,,https://data.europarl.europa.eu/person/197502
197481,Mr,Maximilian,Krah,,,male,Germany,Dresden,1977-01-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197481.jpg,,,,,,Germany,Non-attached Members,,https://data.europarl.europa.eu/person/197481
197526,Mr,Martin,Hlaváček,,,male,Czechia,Polička,,,https://www.europarl.europa.eu/mepphoto/197526.jpg,,,,,,Czechia,Patriots for Europe Group,,https://data.europarl.europa.eu/person/197526
197441,Mr,Predrag Fred,Matić,,,male,Croatia,Pozega,1962-06-02^^http://www.w3.org/2001/XMLSchema#date,2024-08-23^^http://www.w3.org/2001/XMLSchema#date,https://www.europarl.europa.eu/mepphoto/197441.jpg,,,,,,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/197441
197577,Mr,Gilles,Boyer,,,male,France,Paris,,,https://www.europarl.europa.eu/mepphoto/197577.jpg,mailto:gilles.boyer@europarl.europa.eu,,https://twitter.com/gillesboyer,,,France,Renew Europe Group,,https://data.europarl.europa.eu/person/197577
197553,Ms,Beata,Szydło,,,female,Poland,Oswiecim,1963-04-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197553.jpg,mailto:beata.szydlo@europarl.europa.eu,,https://twitter.com/BeataSzydlo,https://facebook.com/BeataSzydlo,,Poland,European Conservatives and Reformists Group,https://instagram.com/szydlo.beata,https://data.europarl.europa.eu/person/197553
197425,Mr,Ralf,Seekatz,,,male,Germany,DERNBACH,,,https://www.europarl.europa.eu/mepphoto/197425.jpg,mailto:ralf.seekatz@europarl.europa.eu,http://www.ralf-seekatz.eu/,,https://www.facebook.com/ralf.seekatz,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/ralfseekatz_mdep/,https://data.europarl.europa.eu/person/197425
197624,Mr,Ivars,Ijabs,,,male,Latvia,Riga,1972-11-17^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197624.jpg,mailto:ivars.ijabs@europarl.europa.eu,,https://twitter.com/ijabs,,https://www.facebook.com/ijabs.ivars/,Latvia,Renew Europe Group,,https://data.europarl.europa.eu/person/197624
197504,Mr,Jérémy,Decerle,,,male,France,Saint-Remy,1984-07-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197504.jpg,mailto:jeremy.decerle@europarl.europa.eu,,,,,France,Renew Europe Group,,https://data.europarl.europa.eu/person/197504
197516,Mr,Patryk,Jaki,,,male,Poland,Opole,1985-05-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197516.jpg,mailto:patryktomasz.jaki@europarl.europa.eu,https://www.jaki.pl,,,,Poland,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/197516
197679,Ms,Isabel,Benjumea Benjumea,,,female,Spain,Madrid,1982-09-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197679.jpg,mailto:isabel.benjumea@europarl.europa.eu,,https://twitter.com/IsabelBenjumea,,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/ibenjumeab/,https://data.europarl.europa.eu/person/197679
197556,Mr,Ivan,David,,,male,Czechia,Praha,1952-09-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197556.jpg,mailto:ivan.david@europarl.europa.eu,,,,,Czechia,Europe of Sovereign Nations Group,,https://data.europarl.europa.eu/person/197556
197653,Mr,Claudiu,Manda,,,male,Romania,Craiova,1975-12-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197653.jpg,mailto:iulian-claudiu.manda@europarl.europa.eu,,,,,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/197653
197549,Ms,Markéta,Gregorová,,,female,Czechia,Most,1993-01-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197549.jpg,mailto:marketa.gregorova@europarl.europa.eu,https://gregorova.eu; https://bsky.app/profile/marketkag.bsky.social,http://twitter.com/MarketkaG,,,Czechia,Group of the Greens/European Free Alliance,http://instagram.com/ruzovarebelka,https://data.europarl.europa.eu/person/197549
197460,Mr,Sergey,Lagodinsky,,,male,Germany,Astrakhan,1975-12-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197460.jpg,mailto:sergey.lagodinsky@europarl.europa.eu,https://lagodinsky.de/,https://twitter.com/slagodinsky,,https://www.facebook.com/slagodinsky/,Germany,Group of the Greens/European Free Alliance,https://www.instagram.com/slagodinsky/,https://data.europarl.europa.eu/person/197460
197430,Mr,Engin,Eroglu,,,male,Germany,Schwalmstadt,,,https://www.europarl.europa.eu/mepphoto/197430.jpg,mailto:engin.eroglu@europarl.europa.eu,,https://twitter.com/engineroglu_fw,https://www.facebook.com/EnginEroglu.FREIEWAEHLER/,,Germany,Renew Europe Group,https://www.instagram.com/engin_eroglu_/,https://data.europarl.europa.eu/person/197430
197579,Ms,Klára,Dobrev,,,female,Hungary,Sofia,1972-02-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197579.jpg,mailto:klara.dobrev@europarl.europa.eu,,,,https://www.facebook.com/dobrevklara/,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/197579
197433,Ms,Katarina,Barley,,,female,Germany,Köln,1968-11-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197433.jpg,mailto:katarina.barley@europarl.europa.eu,,https://twitter.com/KATARINABARLEY,https://www.facebook.com/katarina.barley/,,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/katarina.barley/,https://data.europarl.europa.eu/person/197433
197503,Mr,David,Cormand,,,male,France,Mont Saint Aignan,1974-11-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197503.jpg,mailto:david.cormand@europarl.europa.eu,https://www.davidcormand.fr/,https://twitter.com/DavidCormand,,https://www.facebook.com/david.cormand,France,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/197503
197440,Ms,Delara,Burkhardt,,,female,Germany,Hamburg,1992-11-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197440.jpg,mailto:delara.burkhardt@europarl.europa.eu,,https://twitter.com/delarabur,https://www.facebook.com/delarabur,,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/delarabur,https://data.europarl.europa.eu/person/197440
197432,Mr,Jan-Christoph,Oetjen,,,male,Germany,Rotenburg,1978-02-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197432.jpg,mailto:jan-christoph.oetjen@europarl.europa.eu,https://www.jcoetjen.de,https://twitter.com/jcoetjen,https://www.facebook.com/Oetjen.Jan.Christoph/,,Germany,Renew Europe Group,,https://data.europarl.europa.eu/person/197432
197545,Mr,Bogdan,Rzońca,,,male,Poland,Zarzecze,1961-02-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197545.jpg,mailto:bogdan.rzonca@europarl.europa.eu,,https://twitter.com/bogdan_rzonca,,https://www.facebook.com/BogdanRzonca,Poland,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/197545
197497,Mr,Sven,Mikser,,,male,Estonia,Tartu,1973-11-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197497.jpg,mailto:sven.mikser@europarl.europa.eu,,,,,Estonia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/197497
197537,Mr,Alexandr,Vondra,,,male,Czechia,Praha,1961-08-17^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197537.jpg,mailto:alexandr.vondra@europarl.europa.eu,,https://twitter.com/alexandrvondra?lang=en,https://www.facebook.com/a.vondra/,,Czechia,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/197537
197607,Mr,Pietro,Fiocchi,,,male,Italy,Milano,1964-05-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197607.jpg,mailto:pietro.fiocchi@europarl.europa.eu,https://www.pietrofiocchi.info,https://twitter.com/FiocchiPietro,https://www.facebook.com/PietroFiocchiOfficial; https://www.facebook.com/On.PietroFiocchi/,,Italy,European Conservatives and Reformists Group,https://www.instagram.com/pietro_fiocchi,https://data.europarl.europa.eu/person/197607
197498,Mr,Robert,Biedroń,,,male,Poland,Rymanów,1976-04-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197498.jpg,mailto:robert.biedron@europarl.europa.eu,,https://twitter.com/robertbiedron,https://www.facebook.com/RobertBiedron/,,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/robertbiedron,https://data.europarl.europa.eu/person/197498
197557,Mr,Christophe,Grudler,,,male,France,BELFORT,1965-04-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197557.jpg,mailto:christophe.grudler@europarl.europa.eu,https://christophegrudler.eu/; https://bsky.app/profile/grudlerch.bsky.social,https://twitter.com/grudlerch,https://www.facebook.com/GrudlerCh/,,France,Renew Europe Group,https://www.instagram.com/grudlerch/,https://data.europarl.europa.eu/person/197557
197461,Ms,Katrin,Langensiepen,,,female,Germany,Langenhagen,1979-10-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197461.jpg,mailto:katrin.langensiepen@europarl.europa.eu,http://katrin-langensiepen.eu,https://twitter.com/k_langensiepen,https://www.facebook.com/KLangensiepen/,,Germany,Group of the Greens/European Free Alliance,https://www.instagram.com/katrinlangensiepen,https://data.europarl.europa.eu/person/197461
197558,Mr,Asger,Christensen,,,male,Denmark,Tarm,1958-01-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197558.jpg,mailto:asger.christensen@europarl.europa.eu,,,,,Denmark,Renew Europe Group,,https://data.europarl.europa.eu/person/197558
197672,Mr,Eugen,Tomac,,,male,Romania,Ismail,1981-06-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197672.jpg,mailto:eugen.tomac@europarl.europa.eu,,,https://www.facebook.com/tomaceugen/,,Romania,Renew Europe Group,https://www.instagram.com/tomaceugen/,https://data.europarl.europa.eu/person/197672
197469,Ms,Assita,Kanko,,,female,Belgium,Godyr,1980-07-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197469.jpg,mailto:assita.kanko@europarl.europa.eu,,,,,Belgium,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/197469
197621,Mr,Juan Ignacio,Zoido Álvarez,,,male,Spain,Montellano - Sevilla,1957-01-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197621.jpg,mailto:juanignacio.zoidoalvarez@europarl.europa.eu,http://www.pp.es/juan-ignacio-zoido,https://twitter.com/zoidoJI,https://www.facebook.com/zoido,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/zoidoji/,https://data.europarl.europa.eu/person/197621
197421,Ms,Isabel,Wiseler-Lima,,,female,Luxembourg,Odivelas-Loures,1961-12-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197421.jpg,mailto:isabel.wiseler@europarl.europa.eu,https://wiseler-lima.eu,https://twitter.com/iwiseler,https://www.facebook.com/isabel.wiseler.lima/,,Luxembourg,Group of the European People's Party (Christian Democrats),https://www.instagram.com/isabelwiseler/,https://data.europarl.europa.eu/person/197421
197682,Mr,Hannes,Heide,,,male,Austria,Bad Ischl,1966-10-17^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197682.jpg,mailto:hannes.heide@europarl.europa.eu,,https://twitter.com/HannesHeide,https://www.facebook.com/hannesheide.eu,,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/hannes_heide/,https://data.europarl.europa.eu/person/197682
197447,Ms,Irena,Joveva,,,female,Slovenia,Kranj,1989-02-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197447.jpg,mailto:irena.joveva@europarl.europa.eu,https://www.irenajoveva.si/,https://twitter.com/ijoveva,https://www.facebook.com/ijoveva/,,Slovenia,Renew Europe Group,https://www.instagram.com/ijoveva/,https://data.europarl.europa.eu/person/197447
197636,Mr,Ioan-Rareş,Bogdan,,,male,Romania,Ocna Mures,1974-09-17^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197636.jpg,mailto:ioan-rares.bogdan@europarl.europa.eu,,,https://www.facebook.com/Rares.I.Bogdan,,Romania,Group of the European People's Party (Christian Democrats),https://www.instagram.com/rarbogdan/,https://data.europarl.europa.eu/person/197636
197464,Ms,Hannah,Neumann,,,female,Germany,Speyer,1984-04-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197464.jpg,mailto:hannah.neumann@europarl.europa.eu,https://hannahneumann.eu/,https://twitter.com/HNeumannMEP,,https://www.facebook.com/HNeumannMEP/,Germany,Group of the Greens/European Free Alliance,https://www.instagram.com/hneumannmep/,https://data.europarl.europa.eu/person/197464
197470,Ms,Saskia,Bricmont,,,female,Belgium,Tournai,1985-03-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197470.jpg,mailto:saskia.bricmont@europarl.europa.eu,http://saskiabricmont.eu,https://x.com/saskiabricmont,https://www.facebook.com/saskiabricmont,,Belgium,Group of the Greens/European Free Alliance,https://www.instagram.com/saskiabricmont/,https://data.europarl.europa.eu/person/197470
197606,Mr,Javier,Zarzalejos,,,male,Spain,Bilbao,1960-06-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197606.jpg,mailto:javier.zarzalejos@europarl.europa.eu,https://javierzarzalejos.eu/,https://x.com/zarzalejosj,,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/jzarzalejos/,https://data.europarl.europa.eu/person/197606
197523,Mr,Łukasz,Kohut,,,male,Poland,Katowice,1982-09-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197523.jpg,mailto:lukasz.kohut@europarl.europa.eu,https://lukaszkohut.pl/,https://twitter.com/lukaszkohut,https://facebook.com/KohutLukaszMarcin/,,Poland,Group of the European People's Party (Christian Democrats),https://www.instagram.com/lukaszkohut/,https://data.europarl.europa.eu/person/197523
197528,Mr,Ondřej,Knotek,,,male,Czechia,Sušice,1984-08-31^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197528.jpg,mailto:ondrej.knotek@europarl.europa.eu,https://ondrejknotek.eu/,https://twitter.com/KnotekOndrej?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,https://www.facebook.com/knotekondra/,Czechia,Patriots for Europe Group,https://www.instagram.com/ondrej_knotek/?hl=en,https://data.europarl.europa.eu/person/197528
